Instance_ID,True_Label,SHAP_Destination Port,Value_Destination Port,SHAP_Total Length of Fwd Packets,Value_Total Length of Fwd Packets,SHAP_Fwd Packet Length Max,Value_Fwd Packet Length Max,SHAP_Bwd Packet Length Max,Value_Bwd Packet Length Max,SHAP_Flow Bytes/s,Value_Flow Bytes/s,SHAP_Flow IAT Std,Value_Flow IAT Std,SHAP_Fwd IAT Min,Value_Fwd IAT Min,SHAP_Fwd Header Length,Value_Fwd Header Length,SHAP_Bwd Header Length,Value_Bwd Header Length,SHAP_Bwd Packets/s,Value_Bwd Packets/s,SHAP_FIN Flag Count,Value_FIN Flag Count,SHAP_PSH Flag Count,Value_PSH Flag Count,SHAP_Init_Win_bytes_forward,Value_Init_Win_bytes_forward,SHAP_Init_Win_bytes_backward,Value_Init_Win_bytes_backward,SHAP_act_data_pkt_fwd,Value_act_data_pkt_fwd,SHAP_min_seg_size_forward,Value_min_seg_size_forward,SHAP_Active Mean,Value_Active Mean,SHAP_Active Std,Value_Active Std,SHAP_Active Max,Value_Active Max,SHAP_Idle Std,Value_Idle Std
0,0,-0.829250299781561,-0.4530604203515944,0.1039678687416017,-0.0160229138934744,0.07684861910529435,0.2656673702078992,0.13600529154762625,0.23266426475063,0.03032884927466512,-0.0532735430988852,-0.2318589269090444,0.1847815250968366,-0.017201735358685254,-0.1252620676082838,0.0041366553166881205,0.0014001287657304,0.24672030933666975,0.001933946024698,-0.03610687583684921,-0.1710384588209512,0.0162131604924798,-0.1820689911143155,-0.0320902390498668,1.5363679207660792,-0.7092679869709536,1.5012895459321518,0.5603910838766023,-0.1446258173936313,0.022234404939226807,-0.0075084175379754,-0.5293330639367924,0.0026795093250372,0.00302275275811553,-0.0954599859369926,1.68610855570063,-0.089367778680106,0.5887638091668487,-0.1094420069403024,0.018494084775447846,-0.1025749553438639
1,0,-0.5071435608901084,-0.4530604203515944,0.19362048717215657,0.0251375541489614,0.1454700480401516,0.2630235529643031,0.30960591897368434,0.3926847799419209,0.03153764333575964,-0.0532696687642249,-0.012640544604510069,0.0788970566740213,0.03199712535133585,-0.1252621781727922,-0.052086433586664496,0.0013843813662875,0.0906878467509523,0.0017106589214221,-0.03632763656787574,-0.1710355349613674,0.0162131604924798,-0.1820689911143155,-0.031246454352512956,1.5363679207660792,-0.48528080360032616,0.06307651981229,0.6355586713599041,-0.1400311207224517,0.013302821666002274,0.0029761814174419,0.4097784382337704,0.0026691614579463,-0.011764003485441208,0.4084304680055646,1.026066377563402,1.293807644338005,0.44808501805644485,0.8054069104271832,0.009201429486274719,-0.1149967981956446
2,10,-0.6105352076515556,-0.3586467053408455,-0.5769709666632116,-0.0543447289674663,-0.05556547108339146,-0.3053971544088441,-0.32939111510291696,-0.4751565417090064,-0.14340106745250522,-0.0478933190998028,-0.026858806712552905,-0.3875352208014749,-0.1846419034106657,-0.1252820797843061,-0.07530752600170672,0.0013782752318096,-0.40831336833536624,0.0015558465298174,-0.3224057213729247,0.4552971405865896,0.006793939899653196,-0.1820689911143155,-0.4654583992995322,1.5363679207660792,-1.795068083954975,1.5012895459321518,-0.057897320073097946,-0.2498555777408917,-0.09505303693935276,-0.0090062173887493,-0.7042034119321033,0.0026864079030978,-0.0011598068103194237,-0.133395742797118,-0.11405670853331686,-0.1113278083576426,-0.01165192587999627,-0.1588292892535221,0.0,-0.1157597788471979
3,0,1.2871107925474643,2.5439307036581336,-0.24049468733370305,-0.0543447289674663,-0.01958234669873491,-0.3053971544088441,0.4557580633880571,-0.4781017045652878,0.17449938956648112,-0.053274321065054,-0.08184043239336461,-0.3875352208014749,-0.09385117469355464,-0.1252820797843061,0.22343838152009993,0.0013774717930626,-0.37592139046639206,0.0015558465298174,-0.28732968378812074,1.4730983878827553,0.008319536969065667,-0.1820689911143155,0.5502084891125559,-0.6508857588626099,-0.6661231601424515,-0.4781702521081035,-0.21624993098434062,-0.2211667399891359,-0.02148418885655701,-0.0090062173887493,0.14259215913712978,0.0026691614579463,-0.0009235089644789695,-0.133395742797118,-0.04489637292921543,-0.1113278083576426,-0.02370715146884322,-0.1588292892535221,0.0,-0.1157597788471979
4,0,1.529434229740873,-0.4339672846697549,0.04736061953008175,-0.0285307285356801,0.007892612917348742,-0.1031451352737475,0.08187671958468855,-0.4388328664815354,0.1255151103902608,-0.0532741349996954,-0.024788875381927936,2.062525637457417,-0.09392932815477252,-0.1252819692197977,0.04615724401548505,0.0013882378722735,0.09058342000469566,0.001707681760045,-0.22335382180288435,-0.1710405282942554,0.008174603972584009,-0.1820689911143155,0.05221588622778654,-0.6508857588626099,-0.6601233087573201,-0.4618082512873377,0.4111800718633458,-0.1844091666196989,0.03029288649559021,-0.0045128178364276,-0.06365369346458465,0.0026795093250372,0.01583203997462988,0.0172522521801329,0.5789656397979707,-0.0232141375945451,0.32454355476889757,-0.0393474719041799,0.002683253698050976,-0.1061591266384846
5,0,2.1717193404212596,1.272159553103873,-0.24465300702489912,-0.0543447289674663,-0.023917709402740003,-0.3053971544088441,0.7099146844167262,-0.4781017045652878,0.1541763646248728,-0.053274321065054,-0.13043891125824303,-0.3875352208014749,-0.08740242899395526,-0.1252820797843061,0.045159254176542166,0.0013779538563108,-0.1398993035685271,0.0015647780139485,-0.1569455203646794,0.2275374208567353,0.0076351635158061985,-0.1820689911143155,0.36868666898459196,-0.6508857588626099,-0.658789814915508,-0.4776225700722619,0.3422529568662867,-0.2172444379527631,-0.028071627616882325,-0.0090062173887493,-0.1917308931844309,0.0026795093250372,-0.0011525334790349006,-0.133395742797118,-0.06157957645133138,-0.1113278083576426,-0.025588874507229777,-0.1588292892535221,0.0,-0.1157597788471979
6,4,-1.3541323738358915,-0.4530604203515944,-0.011706704925745725,-0.0220550514514175,-0.016412221847567708,0.1678461321948459,-1.53723335522227,2.364962172698384,0.024005342768505217,-0.053269699730631,-0.4959319400321692,3.45917868709292,-0.09655163125367835,-0.1251675349535927,-0.10051810496952385,0.0013816496745474,0.06477172929793597,0.001689818791783,-0.41419181213248524,-0.1710404692606944,-1.0968177159968764,5.492423470244479,0.029771189540624618,-0.6508857588626099,-0.6487038901075721,-0.4977498848894382,-2.2995002919016407,-0.2235201212109596,0.017625626442022622,-0.0075084175379754,0.13509454641491175,0.0026691614579463,-0.00035575859248638154,-0.133395742797118,-0.12259378257207572,-0.1113278083576426,-0.03363542098551989,-0.1588292892535221,0.0,-0.1157597788471979
7,0,1.0954165449086577,-0.4339672846697549,0.028613292276859284,-0.0538124815358831,-0.05878383854171261,-0.297465702678056,0.09638592407107353,-0.4751565417090064,0.04939590672031045,-0.0532559207326727,0.11881882207002491,-0.3875352208014749,-0.0589139407267794,-0.1252820797843061,0.3385136322677135,0.0013774717930626,-0.19912879535928368,0.0015558465298174,0.4664078316092491,-0.1699712052651039,0.007232478018850088,-0.1820689911143155,0.0559408138692379,-0.6508857588626099,-0.928260504133068,-0.3582963465132883,0.349540409212932,-0.2417868421232104,-0.02155192060396075,-0.0090062173887493,0.15782613148912789,0.0026691614579463,-0.0011598068103194237,-0.133395742797118,-0.07339414574205876,-0.1113278083576426,-0.024871656727045773,-0.1588292892535221,0.0,-0.1157597788471979
8,2,-1.5653688462544233,-0.4530604203515944,-0.005993749871850014,-0.0520383234306057,-0.06943026802502572,-0.2789589819728837,-2.1216602199710906,2.3885234755486358,-0.0064362408220767975,-0.0530251123915365,-0.15756985686719419,-0.3089149432772684,-0.1656057446077466,-0.1252817480907809,-0.08697019155137241,0.001379560733805,0.05537413371261209,0.0016243212414887,0.11411553035490214,-0.1709672820721556,0.0009908803552389144,-0.1820689911143155,-0.032713059457018974,1.5363679207660792,-1.2470902906171977,0.06307651981229,-2.301342221768573,-0.2241925158457664,0.019201353117823602,-0.0060106176872015,0.23936109500005842,0.0026691614579463,-0.0009961240366101265,-0.133395742797118,-0.12812309263274074,-0.1113278083576426,-0.06699646439403295,-0.1588292892535221,0.0,-0.1157597788471979
9,0,-0.4298180037015118,-0.4544805709394998,0.08659816818311811,-0.0438771961463296,0.011984762465581299,-0.2274045457227611,0.29070077880984174,-0.3863107955445167,-0.0722607616521418,0.0442634197916069,0.17120958399726077,-0.3875229544499388,-0.03337381437420845,-0.1252817480907809,0.14683344369754195,0.0013782752318096,0.12207090423442424,0.0015707323367025,0.15703268346376717,0.105865781174156,0.05044205229729414,-0.1820689911143155,0.0392066003754735,-0.6508857588626099,2.066214681165293,-0.4978183451439184,0.2677016314479988,-0.2499676435133595,0.052670738492161036,-0.0075084175379754,0.1697312539909035,0.0026691614579463,-0.0008538206107914448,-0.133395742797118,-0.0569191753026098,-0.1113278083576426,-0.0232640038151294,-0.1588292892535221,0.0,-0.1157597788471979
